city,cases,case-rate,deaths,death-rate,date
Los Angeles - Tarzana,1233,3993,38,123,12/3/20
Los Angeles - Temple-Beaudry,1857,4703,33,84,12/3/20
Los Angeles - Thai Town,307,3130,4,41,12/3/20
Los Angeles - Toluca Lake,183,2102,2,23,12/3/20
Los Angeles - Toluca Terrace,38,2910,1,77,12/3/20
Los Angeles - Toluca Woods,38,2045,0,0,12/3/20
Los Angeles - Tujunga,926,3330,18,65,12/3/20
Los Angeles - University Hills,86,2508,1,29,12/3/20
Los Angeles - University Park,1551,5649,24,87,12/3/20
Los Angeles - Valley Glen,1234,4111,21,70,12/3/20
Los Angeles - Valley Village,765,3095,30,121,12/3/20
Los Angeles - Van Nuys*,5332,5721,113,121,12/3/20
Los Angeles - Venice,579,1709,4,12,12/3/20
Los Angeles - Vermont Knolls,1005,5843,19,110,12/3/20
Los Angeles - Vermont Square,509,6648,6,78,12/3/20
Los Angeles - Vermont Vista,2762,6706,26,63,12/3/20
Los Angeles - Vernon Central,4219,8114,47,90,12/3/20
Los Angeles - Victoria Park,358,4262,3,36,12/3/20
Los Angeles - View Heights,77,2084,3,81,12/3/20
Los Angeles - Watts,2803,6568,39,91,12/3/20
Los Angeles - Wellington Square,199,4049,3,61,12/3/20
Los Angeles - West Adams,1347,4875,45,163,12/3/20
Los Angeles - West Hills,972,2397,49,121,12/3/20
Los Angeles - West Los Angeles,823,2187,19,50,12/3/20
Los Angeles - West Vernon,3458,6446,57,106,12/3/20
Los Angeles - Westchester,767,1486,20,39,12/3/20
Los Angeles - Westlake,3217,5420,156,263,12/3/20
Los Angeles - Westwood,852,1575,6,11,12/3/20
Los Angeles - Wholesale District*,3110,8608,37,102,12/3/20
Los Angeles - Wilmington,2671,4729,28,50,12/3/20
Los Angeles - Wilshire Center,1727,3442,38,76,12/3/20
Los Angeles - Winnetka,2309,4459,28,54,12/3/20
Los Angeles - Woodland Hills,1691,2485,34,50,12/3/20
Unincorporated - Acton,134,1681,3,38,12/3/20
Unincorporated - Agua Dulce,64,1539,0,0,12/3/20
Unincorporated - Altadena,1116,2558,21,48,12/3/20
Unincorporated - Anaverde,51,3382,0,0,12/3/20
Unincorporated - Angeles National Forest,9,723,0,0,12/3/20
Unincorporated - Arcadia,161,2017,3,38,12/3/20
Unincorporated - Athens-Westmont,2245,5290,30,71,12/3/20
Unincorporated - Athens Village,387,7903,13,265,12/3/20
Unincorporated - Avocado Heights,423,6244,4,59,12/3/20
Unincorporated - Azusa,843,5294,7,44,12/3/20
Unincorporated - Bassett,980,6614,10,67,12/3/20
Unincorporated - Bouquet Canyon,16,1491,1,93,12/3/20
Unincorporated - Bradbury,9,8333,2,1852,12/3/20
Unincorporated - Canyon Country,264,3416,1,13,12/3/20
Unincorporated - Castaic*,2462,9054,5,18,12/3/20
Unincorporated - Cerritos,30,5111,0,0,12/3/20
Unincorporated - Charter Oak,0,0,0,0,12/3/20
Unincorporated - Claremont,29,4131,4,570,12/3/20
Unincorporated - Covina,767,4560,9,54,12/3/20
Unincorporated - Covina (Charter Oak),525,3994,4,30,12/3/20
Unincorporated - Del Aire,114,2595,2,46,12/3/20
Unincorporated - Del Rey,9,2830,0,0,12/3/20
Unincorporated - Del Sur,45,1863,0,0,12/3/20
Unincorporated - Desert View Highlands,104,4172,1,40,12/3/20
Unincorporated - Duarte,338,7633,4,90,12/3/20
Unincorporated - East Covina,13,3951,0,0,12/3/20
Unincorporated - East La Mirada,178,3364,1,19,12/3/20
Unincorporated - East Lancaster,2,1754,0,0,12/3/20
Unincorporated - East Los Angeles,9501,7584,128,102,12/3/20
Unincorporated - East Pasadena,117,1827,2,31,12/3/20
Unincorporated - East Rancho Dominguez,954,6232,18,118,12/3/20
Unincorporated - East Whittier,148,2789,0,0,12/3/20
Unincorporated - El Camino Village,241,2741,3,34,12/3/20
Unincorporated - El Monte,8,5517,0,0,12/3/20
Unincorporated - Elizabeth Lake,18,1084,0,0,12/3/20
Unincorporated - Florence-Firestone,5135,7936,60,93,12/3/20
Unincorporated - Franklin Canyon,0,0,0,0,12/3/20
Unincorporated - Glendora,22,3333,1,152,12/3/20
Unincorporated - Hacienda Heights,1737,3106,20,36,12/3/20
Unincorporated - Harbor Gateway,0,0,0,0,12/3/20
Unincorporated - Hawthorne,99,3938,0,0,12/3/20
Unincorporated - Hi Vista,12,1093,0,0,12/3/20
Unincorporated - Kagel/Lopez Canyons,59,4178,1,71,12/3/20
Unincorporated - La Crescenta-Montrose,356,1798,3,15,12/3/20
Unincorporated - La Habra Heights,10,1479,1,148,12/3/20
Unincorporated - La Rambla,99,4771,15,723,12/3/20
Unincorporated - La Verne*,55,2696,0,0,12/3/20
Unincorporated - Ladera Heights,147,2079,3,42,12/3/20
Unincorporated - Lake Hughes,13,1946,0,0,12/3/20
Unincorporated - Lake Los Angeles,492,3786,4,31,12/3/20
Unincorporated - Lake Manor,44,2678,1,61,12/3/20
Unincorporated - Lakewood,0,0,0,0,12/3/20
Unincorporated - Lennox,1095,4858,7,31,12/3/20
Unincorporated - Leona Valley,29,1656,0,0,12/3/20
Unincorporated - Littlerock,156,3880,1,25,12/3/20
Unincorporated - Littlerock/Juniper Hills,33,2544,0,0,12/3/20
Unincorporated - Littlerock/Pearblossom,157,4399,0,0,12/3/20
Unincorporated - Llano,13,1482,0,0,12/3/20
Unincorporated - Marina del Rey,138,1466,0,0,12/3/20
Unincorporated - Miracle Mile,0,0,0,0,12/3/20
Unincorporated - Monrovia,111,2860,0,0,12/3/20
Unincorporated - Newhall,36,16364,0,0,12/3/20
Unincorporated - North Lancaster,51,4257,1,83,12/3/20
Unincorporated - North Whittier,363,4342,10,120,12/3/20
Unincorporated - Northeast San Gabriel,591,2459,19,79,12/3/20
Unincorporated - Padua Hills,3,1395,0,0,12/3/20
Unincorporated - Palmdale,30,3563,0,0,12/3/20
Unincorporated - Palos Verdes Peninsula,8,1288,0,0,12/3/20
Unincorporated - Pearblossom/Llano,32,1636,1,51,12/3/20
Unincorporated - Pellissier Village,63,10178,0,0,12/3/20
Unincorporated - Placerita Canyon,0,0,0,0,12/3/20
Unincorporated - Pomona,27,1393,1,52,12/3/20
Unincorporated - Quartz Hill,379,2937,14,108,12/3/20
Unincorporated - Rancho Dominguez,115,4322,1,38,12/3/20
Unincorporated - Roosevelt,31,3330,0,0,12/3/20
Unincorporated - Rosewood,52,4044,1,78,12/3/20
Unincorporated - Rosewood/East Gardena,51,4275,1,84,12/3/20
Unincorporated - Rosewood/West Rancho Dominguez,166,4939,1,30,12/3/20
Unincorporated - Rowland Heights,1161,2275,22,43,12/3/20
Unincorporated - San Clemente Island,0,0,0,0,12/3/20
Unincorporated - San Francisquito Canyon/Bouquet Canyon,3,350,0,0,12/3/20
Unincorporated - San Jose Hills,1280,6330,20,99,12/3/20
Unincorporated - San Pasqual,15,737,0,0,12/3/20
Unincorporated - Sand Canyon,7,2273,0,0,12/3/20
Unincorporated - Santa Catalina Island,39,14607,0,0,12/3/20
Unincorporated - Santa Monica Mountains*,198,1063,1,5,12/3/20
Unincorporated - Saugus,51,32903,0,0,12/3/20
Unincorporated - Saugus/Canyon Country,15,4213,0,0,12/3/20
Unincorporated - South Antelope Valley,9,1978,0,0,12/3/20
Unincorporated - South El Monte,133,7409,0,0,12/3/20
Unincorporated - South San Gabriel,302,3413,10,113,12/3/20
Unincorporated - South Whittier,3036,5126,43,73,12/3/20
Unincorporated - Southeast Antelope Valley,24,3073,0,0,12/3/20
Unincorporated - Stevenson Ranch,331,1579,3,14,12/3/20
Unincorporated - Sun Village,289,4788,3,50,12/3/20
Unincorporated - Sunrise Village,80,6173,0,0,12/3/20
Unincorporated - Twin Lakes/Oat Mountain,22,1327,2,121,12/3/20
Unincorporated - Val Verde,122,3687,1,30,12/3/20
Unincorporated - Valencia,67,2181,0,0,12/3/20
Unincorporated - Valinda,1308,5597,13,56,12/3/20
Unincorporated - View Park/Windsor Hills,247,2123,3,26,12/3/20
Unincorporated - Walnut Park,1038,6430,17,105,12/3/20
Unincorporated - West Antelope Valley,8,529,0,0,12/3/20
Unincorporated - West Carson,683,3092,54,244,12/3/20
Unincorporated - West Chatsworth,1,8333,0,0,12/3/20
Unincorporated - West LA,55,5777,2,210,12/3/20
Unincorporated - West Puente Valley,616,6263,4,41,12/3/20
Unincorporated - West Rancho Dominguez,34,2502,3,221,12/3/20
Unincorporated - West Whittier/Los Nietos,1591,5909,22,82,12/3/20
Unincorporated - Westfield/Academy Hills,14,1077,0,0,12/3/20
Unincorporated - Westhills,23,2741,0,0,12/3/20
Unincorporated - White Fence Farms,111,3014,0,0,12/3/20
Unincorporated - Whittier,99,2616,2,53,12/3/20
Unincorporated - Whittier Narrows,5,41667,0,0,12/3/20
Unincorporated - Willowbrook,2178,6238,28,80,12/3/20
Unincorporated - Wiseburn,189,3136,1,17,12/3/20
- Under Investigation,5257,,10,,12/3/20
Pasadena,3968,,,,12/4/20
City of Agoura Hills,322,1542,7,34,12/4/20
City of Alhambra,2104,2426,35,40,12/4/20
City of Arcadia,893,1546,40,69,12/4/20
City of Artesia,664,3954,13,77,12/4/20
City of Avalon,5,129,0,0,12/4/20
City of Azusa,2387,4770,30,60,12/4/20
City of Baldwin Park,4797,6249,111,145,12/4/20
City of Bell,2407,6625,47,129,12/4/20
City of Bell Gardens,3140,7290,32,74,12/4/20
City of Bellflower,3661,4710,66,85,12/4/20
City of Beverly Hills,1073,3108,11,32,12/4/20
City of Bradbury,28,2619,0,0,12/4/20
City of Burbank,2981,2781,95,89,12/4/20
City of Calabasas,460,1891,13,53,12/4/20
City of Carson,2981,3176,64,68,12/4/20
City of Cerritos,918,1834,17,34,12/4/20
City of Claremont,776,2127,11,30,12/4/20
City of Commerce*,965,7384,14,107,12/4/20
City of Compton,6175,6181,81,81,12/4/20
City of Covina,2261,4611,62,126,12/4/20
City of Cudahy,1743,7159,18,74,12/4/20
City of Culver City,700,1756,35,88,12/4/20
City of Diamond Bar,1044,1815,16,28,12/4/20
City of Downey,6655,5824,102,89,12/4/20
City of Duarte,884,4015,37,168,12/4/20
City of El Monte,6800,5799,193,165,12/4/20
City of El Segundo,214,1275,1,6,12/4/20
City of Gardena,1935,3156,66,108,12/4/20
City of Glendale,6775,3281,202,98,12/4/20
City of Glendora,1894,3590,82,155,12/4/20
City of Hawaiian Gardens,799,5444,3,20,12/4/20
City of Hawthorne,3270,3683,59,66,12/4/20
City of Hermosa Beach,382,1942,4,20,12/4/20
City of Hidden Hills,30,1587,0,0,12/4/20
City of Huntington Park,4317,7257,66,111,12/4/20
City of Industry,55,12586,2,458,12/4/20
City of Inglewood,4532,3990,101,89,12/4/20
City of Irwindale,102,6991,2,137,12/4/20
City of La Canada Flintridge,287,1387,6,29,12/4/20
City of La Habra Heights,70,1283,1,18,12/4/20
City of La Mirada,1441,2905,28,56,12/4/20
City of La Puente,2482,6099,30,74,12/4/20
City of La Verne,925,2779,16,48,12/4/20
City of Lakewood,2144,2668,16,20,12/4/20
City of Lancaster*,7240,4481,79,49,12/4/20
City of Lawndale,1100,3272,13,39,12/4/20
City of Lomita,357,1722,9,43,12/4/20
City of Lynwood*,5058,7020,117,162,12/4/20
City of Malibu,162,1250,3,23,12/4/20
City of Manhattan Beach,564,1567,4,11,12/4/20
City of Maywood,2009,7162,41,146,12/4/20
City of Monrovia,1212,3124,41,106,12/4/20
City of Montebello,3762,5844,60,93,12/4/20
City of Monterey Park,1505,2417,59,95,12/4/20
City of Norwalk,5572,5177,100,93,12/4/20
City of Palmdale,8588,5402,84,53,12/4/20
City of Palos Verdes Estates,157,1161,2,15,12/4/20
City of Paramount,3663,6538,33,59,12/4/20
City of Pico Rivera,4072,6334,88,137,12/4/20
City of Pomona,9441,6055,157,101,12/4/20
City of Rancho Palos Verdes,463,1083,11,26,12/4/20
City of Redondo Beach,1014,1476,13,19,12/4/20
City of Rolling Hills,16,825,0,0,12/4/20
City of Rolling Hills Estates,75,924,3,37,12/4/20
City of Rosemead,1523,2752,32,58,12/4/20
City of San Dimas*,1071,3103,16,46,12/4/20
City of San Fernando,1846,7500,24,98,12/4/20
City of San Gabriel,1120,2735,100,244,12/4/20
City of San Marino,138,1039,3,23,12/4/20
City of Santa Clarita,6887,3124,67,30,12/4/20
City of Santa Fe Springs,925,5037,10,54,12/4/20
City of Santa Monica,1635,1769,48,52,12/4/20
City of Sierra Madre,143,1301,5,46,12/4/20
City of Signal Hill,425,3603,4,34,12/4/20
City of South El Monte,1308,6263,18,86,12/4/20
City of South Gate,6858,6987,83,85,12/4/20
City of South Pasadena,464,1781,27,104,12/4/20
City of Temple City,855,2345,48,132,12/4/20
City of Torrance,2243,1503,77,52,12/4/20
City of Vernon,26,12440,0,0,12/4/20
City of Walnut,579,1896,5,16,12/4/20
City of West Covina,4702,4344,76,70,12/4/20
City of West Hollywood,989,2677,9,24,12/4/20
City of Westlake Village,58,694,0,0,12/4/20
City of Whittier,4034,4614,61,70,12/4/20
Los Angeles,179591,4440,3292,81,12/4/20
Los Angeles - Adams-Normandie,433,5279,5,61,12/4/20
Los Angeles - Alsace,569,4572,3,24,12/4/20
Los Angeles - Angeles National Forest,2,5000,0,0,12/4/20
Los Angeles - Angelino Heights,102,4077,1,40,12/4/20
Los Angeles - Arleta,2564,7460,29,84,12/4/20
Los Angeles - Atwater Village,441,3007,8,55,12/4/20
Los Angeles - Baldwin Hills,956,3071,29,93,12/4/20
Los Angeles - Bel Air,138,1637,0,0,12/4/20
Los Angeles - Beverly Crest,239,1908,2,16,12/4/20
Los Angeles - Beverlywood,279,2118,0,0,12/4/20
Los Angeles - Boyle Heights*,6558,7548,85,98,12/4/20
Los Angeles - Brentwood,566,1828,5,16,12/4/20
Los Angeles - Brookside,7,1205,0,0,12/4/20
Los Angeles - Cadillac-Corning,226,3174,2,28,12/4/20
Los Angeles - Canoga Park,3419,5237,75,115,12/4/20
Los Angeles - Carthay,382,2660,18,125,12/4/20
Los Angeles - Central,3065,7861,47,121,12/4/20
Los Angeles - Century City,222,1735,2,16,12/4/20
Los Angeles - Century Palms/Cove,2259,6690,23,68,12/4/20
Los Angeles - Chatsworth,1286,3470,35,94,12/4/20
Los Angeles - Cheviot Hills,150,1636,2,22,12/4/20
Los Angeles - Chinatown,267,3329,3,37,12/4/20
Los Angeles - Cloverdale/Cochran,523,3594,5,34,12/4/20
Los Angeles - Country Club Park,571,3768,36,238,12/4/20
Los Angeles - Crenshaw District,503,3637,4,29,12/4/20
Los Angeles - Crestview,313,2753,22,194,12/4/20
Los Angeles - Del Rey,682,2278,9,30,12/4/20
Los Angeles - Downtown*,1484,5395,19,69,12/4/20
Los Angeles - Eagle Rock,1157,2923,28,71,12/4/20
Los Angeles - East Hollywood,1063,3630,49,167,12/4/20
Los Angeles - Echo Park,463,3248,7,49,12/4/20
Los Angeles - El Sereno,2162,5171,40,96,12/4/20
Los Angeles - Elysian Park,179,3134,0,0,12/4/20
Los Angeles - Elysian Valley,419,4120,5,49,12/4/20
Los Angeles - Encino,1244,2754,23,51,12/4/20
Los Angeles - Exposition,111,3337,2,60,12/4/20
Los Angeles - Exposition Park,2158,4804,27,60,12/4/20
Los Angeles - Faircrest Heights,66,1833,1,28,12/4/20
Los Angeles - Figueroa Park Square,496,5687,6,69,12/4/20
Los Angeles - Florence-Firestone,3539,7459,38,80,12/4/20
Los Angeles - Glassell Park,1130,3575,15,47,12/4/20
Los Angeles - Gramercy Place,411,3818,6,56,12/4/20
Los Angeles - Granada Hills,2320,3987,79,136,12/4/20
Los Angeles - Green Meadows,1379,6412,15,70,12/4/20
Los Angeles - Hancock Park,380,2230,4,23,12/4/20
Los Angeles - Harbor City,806,2773,12,41,12/4/20
Los Angeles - Harbor Gateway,1574,3610,18,41,12/4/20
Los Angeles - Harbor Pines,52,2159,0,0,12/4/20
Los Angeles - Harvard Heights,816,4525,30,166,12/4/20
Los Angeles - Harvard Park,2408,6348,27,71,12/4/20
Los Angeles - Highland Park,1953,4036,25,52,12/4/20
Los Angeles - Historic Filipinotown,708,5105,16,115,12/4/20
Los Angeles - Hollywood,2104,3083,20,29,12/4/20
Los Angeles - Hollywood Hills,616,2093,6,20,12/4/20
Los Angeles - Hyde Park,1207,4229,14,49,12/4/20
Los Angeles - Jefferson Park,431,5339,1,12,12/4/20
Los Angeles - Koreatown,1789,3461,36,70,12/4/20
Los Angeles - Lafayette Square,182,3992,3,66,12/4/20
Los Angeles - Lake Balboa,1867,4424,21,50,12/4/20
Los Angeles - Lakeview Terrace,890,6777,26,198,12/4/20
Los Angeles - Leimert Park,522,3426,9,59,12/4/20
Los Angeles - Lincoln Heights,1725,5292,56,172,12/4/20
Los Angeles - Little Armenia,491,6118,50,623,12/4/20
Los Angeles - Little Bangladesh,838,2957,7,25,12/4/20
Los Angeles - Little Tokyo,145,4628,1,32,12/4/20
Los Angeles - Longwood,195,4531,0,0,12/4/20
Los Angeles - Los Feliz,396,1833,3,14,12/4/20
Los Angeles - Manchester Square,314,3679,6,70,12/4/20
Los Angeles - Mandeville Canyon,46,1472,0,0,12/4/20
Los Angeles - Mar Vista,606,1427,8,19,12/4/20
Los Angeles - Marina Peninsula,61,1399,1,23,12/4/20
Los Angeles - Melrose,3090,3977,81,104,12/4/20
Los Angeles - Mid-city,431,2868,21,140,12/4/20
Los Angeles - Miracle Mile,324,1802,6,33,12/4/20
Los Angeles - Mission Hills,1547,6413,58,240,12/4/20
Los Angeles - Mt. Washington,918,3802,19,79,12/4/20
Los Angeles - North Hills,3283,5332,57,93,12/4/20
Los Angeles - North Hollywood,7084,4678,90,59,12/4/20
Los Angeles - Northridge,2630,3768,51,73,12/4/20
Los Angeles - Pacific Palisades,256,1202,4,19,12/4/20
Los Angeles - Pacoima,6372,8278,73,95,12/4/20
Los Angeles - Palisades Highlands,60,1560,0,0,12/4/20
Los Angeles - Palms,865,1971,31,71,12/4/20
Los Angeles - Panorama City,4994,6637,104,138,12/4/20
Los Angeles - Park La Brea,214,1576,1,7,12/4/20
Los Angeles - Pico-Union,2580,6166,100,239,12/4/20
Los Angeles - Playa Del Rey,49,1533,0,0,12/4/20
Los Angeles - Playa Vista,211,1927,0,0,12/4/20
Los Angeles - Porter Ranch,760,2136,7,20,12/4/20
Los Angeles - Rancho Park,138,2104,0,0,12/4/20
Los Angeles - Regent Square,58,2086,0,0,12/4/20
Los Angeles - Reseda,4131,5392,109,142,12/4/20
Los Angeles - Reseda Ranch,221,4767,1,22,12/4/20
Los Angeles - Reynier Village,69,1632,0,0,12/4/20
Los Angeles - San Pedro*,2721,3487,30,38,12/4/20
Los Angeles - Shadow Hills,132,2972,0,0,12/4/20
Los Angeles - Sherman Oaks,2036,2333,32,37,12/4/20
Los Angeles - Silverlake,1091,2475,22,50,12/4/20
Los Angeles - South Carthay,216,2039,2,19,12/4/20
Los Angeles - South Park,2887,7605,33,87,12/4/20
Los Angeles - St Elmo Village,220,4799,8,175,12/4/20
Los Angeles - Studio City,458,2041,11,49,12/4/20
Los Angeles - Sun Valley,3049,5810,37,70,12/4/20
Los Angeles - Sunland,803,3935,31,152,12/4/20
Los Angeles - Sycamore Square,9,1391,0,0,12/4/20
Los Angeles - Sylmar*,5857,7108,106,129,12/4/20
Los Angeles - Tarzana,1258,4074,39,126,12/4/20
Los Angeles - Temple-Beaudry,1901,4815,33,84,12/4/20
Los Angeles - Thai Town,311,3171,4,41,12/4/20
Los Angeles - Toluca Lake,186,2137,2,23,12/4/20
Los Angeles - Toluca Terrace,40,3063,1,77,12/4/20
Los Angeles - Toluca Woods,40,2153,0,0,12/4/20
Los Angeles - Tujunga,943,3391,18,65,12/4/20
Los Angeles - University Hills,89,2596,1,29,12/4/20
Los Angeles - University Park,1565,5700,24,87,12/4/20
Los Angeles - Valley Glen,1269,4228,21,70,12/4/20
Los Angeles - Valley Village,771,3119,30,121,12/4/20
Los Angeles - Van Nuys*,5433,5830,113,121,12/4/20
Los Angeles - Venice,594,1753,4,12,12/4/20
Los Angeles - Vermont Knolls,1026,5965,19,110,12/4/20
Los Angeles - Vermont Square,518,6765,6,78,12/4/20
Los Angeles - Vermont Vista,2807,6815,26,63,12/4/20
Los Angeles - Vernon Central,4292,8254,47,90,12/4/20
Los Angeles - Victoria Park,362,4310,3,36,12/4/20
Los Angeles - View Heights,78,2112,3,81,12/4/20
Los Angeles - Watts,2844,6664,39,91,12/4/20
Los Angeles - Wellington Square,200,4069,3,61,12/4/20
Los Angeles - West Adams,1369,4955,45,163,12/4/20
Los Angeles - West Hills,992,2447,49,121,12/4/20
Los Angeles - West Los Angeles,842,2237,19,50,12/4/20
Los Angeles - West Vernon,3533,6586,57,106,12/4/20
Los Angeles - Westchester,777,1506,21,41,12/4/20
Los Angeles - Westlake,3257,5487,157,265,12/4/20
Los Angeles - Westwood,864,1597,6,11,12/4/20
Los Angeles - Wholesale District*,3147,8710,37,102,12/4/20
Los Angeles - Wilmington,2742,4854,28,50,12/4/20
Los Angeles - Wilshire Center,1761,3510,39,78,12/4/20
Los Angeles - Winnetka,2352,4542,28,54,12/4/20
Los Angeles - Woodland Hills,1721,2529,35,51,12/4/20
Unincorporated - Acton,139,1744,3,38,12/4/20
Unincorporated - Agua Dulce,65,1563,0,0,12/4/20
Unincorporated - Altadena,1136,2604,21,48,12/4/20
Unincorporated - Anaverde,53,3515,0,0,12/4/20
Unincorporated - Angeles National Forest,9,723,0,0,12/4/20
Unincorporated - Arcadia,165,2067,3,38,12/4/20
Unincorporated - Athens-Westmont,2283,5379,30,71,12/4/20
Unincorporated - Athens Village,392,8005,13,265,12/4/20
Unincorporated - Avocado Heights,427,6303,4,59,12/4/20
Unincorporated - Azusa,863,5420,7,44,12/4/20
Unincorporated - Bassett,987,6661,10,67,12/4/20
Unincorporated - Bouquet Canyon,16,1491,1,93,12/4/20
Unincorporated - Bradbury,9,8333,2,1852,12/4/20
Unincorporated - Canyon Country,273,3533,2,26,12/4/20
Unincorporated - Castaic*,2472,9091,5,18,12/4/20
Unincorporated - Cerritos,31,5281,0,0,12/4/20
Unincorporated - Charter Oak,0,0,0,0,12/4/20
Unincorporated - Claremont,29,4131,4,570,12/4/20
Unincorporated - Covina,782,4650,9,54,12/4/20
Unincorporated - Covina (Charter Oak),531,4040,4,30,12/4/20
Unincorporated - Del Aire,118,2686,2,46,12/4/20
Unincorporated - Del Rey,10,3145,0,0,12/4/20
Unincorporated - Del Sur,48,1988,0,0,12/4/20
Unincorporated - Desert View Highlands,109,4372,1,40,12/4/20
Unincorporated - Duarte,358,8085,4,90,12/4/20
Unincorporated - East Covina,13,3951,0,0,12/4/20
Unincorporated - East La Mirada,183,3458,1,19,12/4/20
Unincorporated - East Lancaster,2,1754,0,0,12/4/20
Unincorporated - East Los Angeles,9779,7806,129,103,12/4/20
